Customer ID,recency_days,Frequency,Monetary,R_score,F_score,M_score,RFM_total,Segment
13534,3,35,7720.9,5,5,5,15,VIP
13536,2,7,3448.29,5,5,5,15,VIP
13571,13,26,4546.54,5,5,5,15,VIP
13576,11,28,11551.74,5,5,5,15,VIP
13577,26,11,3489.28,5,5,5,15,VIP
13588,16,9,2478.95,5,5,5,15,VIP
13590,12,18,6349.59,5,5,5,15,VIP
13599,2,33,10167.63,5,5,5,15,VIP
13629,24,19,13370.86,5,5,5,15,VIP
13632,25,8,3648.15,5,5,5,15,VIP
13647,10,8,3071.68,5,5,5,15,VIP
13650,17,10,3288,5,5,5,15,VIP
13658,10,9,6025.5,5,5,5,15,VIP
13668,3,35,13089.94,5,5,5,15,VIP
13680,2,12,11435.67,5,5,5,15,VIP
13685,3,7,3119.44,5,5,5,15,VIP
13694,4,143,196482.81,5,5,5,15,VIP
13704,6,9,2308.06,5,5,5,15,VIP
13709,4,18,7591.75,5,5,5,15,VIP
13719,16,11,2815.25,5,5,5,15,VIP
13735,25,13,9813.22,5,5,5,15,VIP
13736,6,7,2766.21,5,5,5,15,VIP
13742,17,12,3131.02,5,5,5,15,VIP
13756,3,23,9207.5,5,5,5,15,VIP
13758,12,15,9416.98,5,5,5,15,VIP
13767,3,73,35540.53,5,5,5,15,VIP
13769,3,20,5800.42,5,5,5,15,VIP
13777,1,61,56478.42,5,5,5,15,VIP
13784,10,14,2910.23,5,5,5,15,VIP
13798,2,110,75836.87,5,5,5,15,VIP
13815,23,8,7475.74,5,5,5,15,VIP
13823,19,7,3403.45,5,5,5,15,VIP
13831,17,18,7023.58,5,5,5,15,VIP
13854,9,39,12253.96,5,5,5,15,VIP
13862,19,9,2556.09,5,5,5,15,VIP
13870,3,15,5712.08,5,5,5,15,VIP
13871,23,17,7885.85,5,5,5,15,VIP
13880,22,17,4391.66,5,5,5,15,VIP
13881,4,43,45179.1,5,5,5,15,VIP
13883,11,15,6560.02,5,5,5,15,VIP
13890,2,14,2927.38,5,5,5,15,VIP
13941,22,15,11122.3,5,5,5,15,VIP
13953,8,12,6640.68,5,5,5,15,VIP
13969,8,35,13365.87,5,5,5,15,VIP
13971,19,14,4667.57,5,5,5,15,VIP
13985,5,22,10020.86,5,5,5,15,VIP
13988,20,8,4757.8,5,5,5,15,VIP
13995,16,14,3902.01,5,5,5,15,VIP
13999,11,29,9502.26,5,5,5,15,VIP
14030,19,20,8262.29,5,5,5,15,VIP
14031,8,44,40999.17,5,5,5,15,VIP
14032,3,16,4850.27,5,5,5,15,VIP
14047,9,14,4255.03,5,5,5,15,VIP
14049,17,13,13239.03,5,5,5,15,VIP
14051,1,37,22434,5,5,5,15,VIP
14056,2,23,8214.65,5,5,5,15,VIP
14057,24,22,8408.84,5,5,5,15,VIP
14060,5,30,9519.08,5,5,5,15,VIP
14062,10,24,25604.2,5,5,5,15,VIP
14085,3,33,10104.97,5,5,5,15,VIP
14088,11,16,64036.8,5,5,5,15,VIP
14092,8,24,7229.45,5,5,5,15,VIP
14096,5,17,65164.79,5,5,5,15,VIP
14099,17,20,5765.71,5,5,5,15,VIP
14110,4,33,12987.95,5,5,5,15,VIP
14112,23,13,5834.59,5,5,5,15,VIP
14113,4,16,7092.61,5,5,5,15,VIP
14129,2,9,2591.34,5,5,5,15,VIP
14132,3,11,3586.03,5,5,5,15,VIP
14135,2,24,9643.92,5,5,5,15,VIP
14146,9,12,9450.3,5,5,5,15,VIP
14156,10,156,313946.37,5,5,5,15,VIP
14159,20,20,7938.01,5,5,5,15,VIP
14180,11,33,6319.25,5,5,5,15,VIP
14189,3,16,5814.39,5,5,5,15,VIP
14191,2,15,4817.66,5,5,5,15,VIP
14194,5,36,18670.59,5,5,5,15,VIP
14205,17,9,2414.2,5,5,5,15,VIP
14209,11,15,4993.27,5,5,5,15,VIP
14215,12,9,3416.33,5,5,5,15,VIP
14217,2,23,3416.89,5,5,5,15,VIP
14243,9,17,7431.05,5,5,5,15,VIP
14258,10,25,32051.34,5,5,5,15,VIP
14262,9,8,2618.23,5,5,5,15,VIP
14277,16,9,17225.81,5,5,5,15,VIP
14282,4,25,7849.66,5,5,5,15,VIP
14285,22,8,3284.42,5,5,5,15,VIP
14286,24,7,8479.76,5,5,5,15,VIP
14290,12,8,4516.56,5,5,5,15,VIP
14291,2,23,7904.1,5,5,5,15,VIP
14292,8,16,9226.25,5,5,5,15,VIP
14293,4,9,3267.93,5,5,5,15,VIP
14298,9,82,91194.49,5,5,5,15,VIP
14299,9,27,14499.49,5,5,5,15,VIP
14309,9,11,3780.81,5,5,5,15,VIP
14329,18,15,9927.22,5,5,5,15,VIP
14334,17,12,4318.48,5,5,5,15,VIP
14367,9,16,9261.52,5,5,5,15,VIP
14388,11,16,6701,5,5,5,15,VIP
14390,11,13,6399.83,5,5,5,15,VIP
14395,3,20,8208.01,5,5,5,15,VIP
14397,3,19,2612.96,5,5,5,15,VIP
14401,5,22,6795.9,5,5,5,15,VIP
14408,11,11,4109.77,5,5,5,15,VIP
14415,2,23,12091.6,5,5,5,15,VIP
14422,1,19,10271.52,5,5,5,15,VIP
14426,24,17,11727.94,5,5,5,15,VIP
14440,9,13,6638.73,5,5,5,15,VIP
14441,1,11,4611.69,5,5,5,15,VIP
14449,19,8,2482.8,5,5,5,15,VIP
14456,6,9,3062.4,5,5,5,15,VIP
14482,19,12,4357.91,5,5,5,15,VIP
14493,8,10,5130.15,5,5,5,15,VIP
14502,20,11,2470.67,5,5,5,15,VIP
14505,18,19,12001.84,5,5,5,15,VIP
14506,18,7,3290.67,5,5,5,15,VIP
14507,24,11,3284.43,5,5,5,15,VIP
14515,18,12,3749.26,5,5,5,15,VIP
14525,20,17,8240.64,5,5,5,15,VIP
14527,3,122,27792.3,5,5,5,15,VIP
14530,26,16,6197.4,5,5,5,15,VIP
14533,25,11,3466.37,5,5,5,15,VIP
14534,3,26,6271.11,5,5,5,15,VIP
14540,10,11,3795.34,5,5,5,15,VIP
14546,6,11,5197.9,5,5,5,15,VIP
14547,4,8,4007.54,5,5,5,15,VIP
14560,8,44,6114.03,5,5,5,15,VIP
14562,4,26,6729.4,5,5,5,15,VIP
14572,4,11,5615.18,5,5,5,15,VIP
14593,22,12,3712.01,5,5,5,15,VIP
14606,2,192,30861.06,5,5,5,15,VIP
14607,16,22,24137.63,5,5,5,15,VIP
14608,5,11,3352.94,5,5,5,15,VIP
14621,2,9,3000.57,5,5,5,15,VIP
14626,24,11,5410.92,5,5,5,15,VIP
14640,25,10,3667.06,5,5,5,15,VIP
14646,2,152,528602.52,5,5,5,15,VIP
14649,5,9,3775.31,5,5,5,15,VIP
14653,2,12,3614.54,5,5,5,15,VIP
14655,9,7,3878.51,5,5,5,15,VIP
14659,9,9,2529.93,5,5,5,15,VIP
14667,11,54,21927.14,5,5,5,15,VIP
14673,4,7,3410.81,5,5,5,15,VIP
14680,26,58,57412.77,5,5,5,15,VIP
14688,8,28,7713.57,5,5,5,15,VIP
14696,5,8,2767.9,5,5,5,15,VIP
14701,11,15,4562.09,5,5,5,15,VIP
14702,2,29,6754.22,5,5,5,15,VIP
14709,16,25,8886.33,5,5,5,15,VIP
14711,11,11,2868.8,5,5,5,15,VIP
14713,10,21,5418.87,5,5,5,15,VIP
14732,9,19,5517.07,5,5,5,15,VIP
14733,17,15,16184.97,5,5,5,15,VIP
14735,4,56,12240.16,5,5,5,15,VIP
14739,5,25,12287.5,5,5,5,15,VIP
14744,17,14,3885.08,5,5,5,15,VIP
14755,10,25,9972.55,5,5,5,15,VIP
14766,9,11,6556.13,5,5,5,15,VIP
14769,3,17,15771.88,5,5,5,15,VIP
14790,17,10,2526.62,5,5,5,15,VIP
14796,2,27,10889.64,5,5,5,15,VIP
14824,11,10,4022.91,5,5,5,15,VIP
14825,4,24,4925.08,5,5,5,15,VIP
14849,22,43,15763.45,5,5,5,15,VIP
14866,11,19,20850.22,5,5,5,15,VIP
14868,4,12,4184.01,5,5,5,15,VIP
14878,13,25,4105.24,5,5,5,15,VIP
14895,8,38,25119.54,5,5,5,15,VIP
14897,8,8,3140.54,5,5,5,15,VIP
14898,24,14,3507.81,5,5,5,15,VIP
14907,4,16,6165.79,5,5,5,15,VIP
14911,2,398,295972.63,5,5,5,15,VIP
14961,11,22,16410.15,5,5,5,15,VIP
14963,10,12,3164.48,5,5,5,15,VIP
15005,16,56,14106.2,5,5,5,15,VIP
15021,9,12,2783.83,5,5,5,15,VIP
15023,4,20,12170.68,5,5,5,15,VIP
15024,10,16,4075.51,5,5,5,15,VIP
15031,5,14,3156.58,5,5,5,15,VIP
15033,5,10,2586.67,5,5,5,15,VIP
15034,16,14,8313.4,5,5,5,15,VIP
15039,10,93,40031.43,5,5,5,15,VIP
15044,20,35,16204.33,5,5,5,15,VIP
15046,10,25,7812.39,5,5,5,15,VIP
15051,24,9,3935.16,5,5,5,15,VIP
15058,26,16,3410.03,5,5,5,15,VIP
15061,4,127,137818.52,5,5,5,15,VIP
15073,10,8,2788.02,5,5,5,15,VIP
15078,8,53,17761.88,5,5,5,15,VIP
15093,19,23,14326.11,5,5,5,15,VIP
15105,19,9,3094.91,5,5,5,15,VIP
15117,15,8,2485.97,5,5,5,15,VIP
15125,26,24,17024.87,5,5,5,15,VIP
15144,9,29,12160.31,5,5,5,15,VIP
15150,18,13,9001.08,5,5,5,15,VIP
15152,10,14,5263.83,5,5,5,15,VIP
15159,2,34,22116.73,5,5,5,15,VIP
15179,19,13,7491.92,5,5,5,15,VIP
15187,2,16,4777.18,5,5,5,15,VIP
15189,2,46,17524.38,5,5,5,15,VIP
15194,4,28,12427.69,5,5,5,15,VIP
15203,26,15,4400.18,5,5,5,15,VIP
15218,11,22,11516.57,5,5,5,15,VIP
15251,10,21,20324.54,5,5,5,15,VIP
15270,16,21,8524.86,5,5,5,15,VIP
15271,8,24,4709.54,5,5,5,15,VIP
15290,5,26,10496.28,5,5,5,15,VIP
15291,26,40,13846.56,5,5,5,15,VIP
15298,3,23,9459.37,5,5,5,15,VIP
15311,1,208,116771.16,5,5,5,15,VIP
15351,13,10,3738.29,5,5,5,15,VIP
15358,5,42,17050.41,5,5,5,15,VIP
15365,26,13,4557.13,5,5,5,15,VIP
15373,9,17,3421.39,5,5,5,15,VIP
15380,9,11,3479.06,5,5,5,15,VIP
15382,15,12,13733.55,5,5,5,15,VIP
15392,5,7,2911.62,5,5,5,15,VIP
15394,10,11,5286.8,5,5,5,15,VIP
15426,20,9,2615.39,5,5,5,15,VIP
15434,9,11,2567.06,5,5,5,15,VIP
15443,2,14,5175.93,5,5,5,15,VIP
15465,20,32,12655.65,5,5,5,15,VIP
15482,16,19,14592.56,5,5,5,15,VIP
15489,23,8,2419.61,5,5,5,15,VIP
15497,18,9,8657.39,5,5,5,15,VIP
15498,3,44,26039.58,5,5,5,15,VIP
15502,16,14,13993.47,5,5,5,15,VIP
15514,13,18,6598.55,5,5,5,15,VIP
15527,19,23,5575.64,5,5,5,15,VIP
15529,23,12,5111.95,5,5,5,15,VIP
15532,26,10,3771.9,5,5,5,15,VIP
15544,10,20,8162.43,5,5,5,15,VIP
15547,8,26,10154.39,5,5,5,15,VIP
15555,13,36,12112.35,5,5,5,15,VIP
15563,23,7,2867,5,5,5,15,VIP
15570,8,25,9311.04,5,5,5,15,VIP
15571,12,14,4051.63,5,5,5,15,VIP
15572,5,10,4068.67,5,5,5,15,VIP
15601,12,30,14960.12,5,5,5,15,VIP
15602,9,16,3230.51,5,5,5,15,VIP
15611,10,26,2997.28,5,5,5,15,VIP
15615,11,47,21373.97,5,5,5,15,VIP
15628,5,17,5652.26,5,5,5,15,VIP
15632,16,8,3285.31,5,5,5,15,VIP
15640,5,29,23957.58,5,5,5,15,VIP
15660,26,15,2812.99,5,5,5,15,VIP
15671,19,7,2657.13,5,5,5,15,VIP
15680,10,10,4507.58,5,5,5,15,VIP
15681,26,14,2989.7,5,5,5,15,VIP
15687,9,9,2993.1,5,5,5,15,VIP
15694,1,24,10810.81,5,5,5,15,VIP
15712,10,12,3472.41,5,5,5,15,VIP
15727,17,15,9445.51,5,5,5,15,VIP
15738,19,41,13372.97,5,5,5,15,VIP
15747,13,9,2562.61,5,5,5,15,VIP
15750,3,18,6797.19,5,5,5,15,VIP
15755,11,17,5993.12,5,5,5,15,VIP
15769,8,46,88704.32,5,5,5,15,VIP
15793,15,8,2399.57,5,5,5,15,VIP
15796,2,17,5175.83,5,5,5,15,VIP
15804,1,13,4206.39,5,5,5,15,VIP
15805,24,30,10189.23,5,5,5,15,VIP
15811,23,7,3890.52,5,5,5,15,VIP
15838,12,34,74163,5,5,5,15,VIP
15845,18,11,4426.28,5,5,5,15,VIP
15854,5,21,5583.81,5,5,5,15,VIP
15856,5,52,34220.34,5,5,5,15,VIP
15858,16,13,3960.37,5,5,5,15,VIP
15861,13,12,4401.79,5,5,5,15,VIP
15862,9,13,2928.29,5,5,5,15,VIP
15867,6,31,9063.95,5,5,5,15,VIP
15898,2,25,5596.31,5,5,5,15,VIP
15903,10,12,8939.84,5,5,5,15,VIP
15906,20,10,2555.64,5,5,5,15,VIP
15910,1,15,2681.8,5,5,5,15,VIP
15916,17,13,3427.17,5,5,5,15,VIP
15932,5,8,2495.87,5,5,5,15,VIP
15953,16,18,3669.55,5,5,5,15,VIP
15955,25,22,8658.36,5,5,5,15,VIP
15965,18,13,3013.09,5,5,5,15,VIP
15967,24,12,3041.6,5,5,5,15,VIP
15971,18,18,5902.83,5,5,5,15,VIP
15981,25,21,9362.77,5,5,5,15,VIP
15983,23,8,3958.82,5,5,5,15,VIP
15984,3,30,8759.32,5,5,5,15,VIP
15993,9,7,2797.57,5,5,5,15,VIP
16005,13,10,2436.22,5,5,5,15,VIP
16008,24,15,5384.13,5,5,5,15,VIP
16011,9,29,5880.46,5,5,5,15,VIP
16013,4,84,57446.44,5,5,5,15,VIP
16016,4,11,2533.94,5,5,5,15,VIP
16033,6,27,10836.13,5,5,5,15,VIP
16057,17,10,3854.85,5,5,5,15,VIP
16062,10,8,2863.45,5,5,5,15,VIP
16085,24,12,2343.53,5,5,5,15,VIP
16094,12,11,3695.56,5,5,5,15,VIP
16103,8,22,6191.71,5,5,5,15,VIP
16107,18,7,3204.16,5,5,5,15,VIP
16115,10,12,2575.14,5,5,5,15,VIP
16128,18,11,3801.05,5,5,5,15,VIP
16133,4,56,22992.26,5,5,5,15,VIP
16143,4,12,4910.83,5,5,5,15,VIP
16145,9,19,6805.44,5,5,5,15,VIP
16156,9,20,6218.18,5,5,5,15,VIP
16161,2,43,12831.8,5,5,5,15,VIP
16168,11,66,10636.47,5,5,5,15,VIP
16186,23,26,9026.11,5,5,5,15,VIP
16191,3,24,15688.02,5,5,5,15,VIP
16200,5,12,5643.45,5,5,5,15,VIP
16210,2,35,38489.51,5,5,5,15,VIP
16241,10,16,4329.31,5,5,5,15,VIP
16242,9,14,7474.4,5,5,5,15,VIP
16255,17,15,4906.8,5,5,5,15,VIP
16265,10,12,6935.17,5,5,5,15,VIP
16271,3,10,3463.02,5,5,5,15,VIP
16279,22,9,5705.08,5,5,5,15,VIP
16283,6,8,4403.82,5,5,5,15,VIP
16293,22,15,4657.95,5,5,5,15,VIP
16303,26,7,7928.27,5,5,5,15,VIP
16326,6,24,4826.99,5,5,5,15,VIP
16327,15,16,10731.34,5,5,5,15,VIP
16333,8,22,26626.8,5,5,5,15,VIP
16341,25,7,3850.79,5,5,5,15,VIP
16347,12,11,3509.41,5,5,5,15,VIP
16353,4,38,9999.46,5,5,5,15,VIP
16359,8,16,2697.75,5,5,5,15,VIP
16365,18,15,3307.2,5,5,5,15,VIP
16369,19,7,2664.81,5,5,5,15,VIP
16393,3,23,5561.66,5,5,5,15,VIP
16401,2,23,6849.15,5,5,5,15,VIP
16407,13,14,2821.65,5,5,5,15,VIP
16422,18,109,63651.47,5,5,5,15,VIP
16458,3,30,5715.34,5,5,5,15,VIP
16523,2,28,11916.33,5,5,5,15,VIP
16525,3,48,24582.64,5,5,5,15,VIP
16539,3,10,3732.01,5,5,5,15,VIP
16549,11,34,13182.19,5,5,5,15,VIP
16558,1,38,13873.51,5,5,5,15,VIP
16570,16,20,7434.31,5,5,5,15,VIP
16592,5,28,7807.91,5,5,5,15,VIP
16607,18,25,5706.87,5,5,5,15,VIP
16609,16,7,5493.46,5,5,5,15,VIP
16626,1,17,4413.1,5,5,5,15,VIP
16638,23,15,2430.53,5,5,5,15,VIP
16655,18,13,6548.37,5,5,5,15,VIP
16656,23,30,16833.17,5,5,5,15,VIP
16670,17,20,8030.15,5,5,5,15,VIP
16672,3,20,8134.94,5,5,5,15,VIP
16678,3,12,3109.99,5,5,5,15,VIP
16684,5,55,147142.77,5,5,5,15,VIP
16700,9,25,9167.71,5,5,5,15,VIP
16701,9,26,9916.73,5,5,5,15,VIP
16705,1,42,43515.05,5,5,5,15,VIP
16710,20,22,6349.09,5,5,5,15,VIP
16711,4,9,2868.48,5,5,5,15,VIP
16712,10,13,4266.99,5,5,5,15,VIP
16713,19,32,14560.69,5,5,5,15,VIP
16717,24,14,6986.23,5,5,5,15,VIP
16719,15,14,3973.3,5,5,5,15,VIP
16722,18,22,8989.08,5,5,5,15,VIP
16746,5,42,18066.4,5,5,5,15,VIP
16748,18,14,3637.33,5,5,5,15,VIP
16764,4,13,2799.25,5,5,5,15,VIP
16775,11,16,3056.89,5,5,5,15,VIP
16779,3,53,33268.24,5,5,5,15,VIP
16782,11,38,10438.41,5,5,5,15,VIP
16814,15,36,12499.71,5,5,5,15,VIP
16817,3,13,2804.9,5,5,5,15,VIP
16818,11,11,3349.57,5,5,5,15,VIP
16839,9,44,22310.49,5,5,5,15,VIP
16873,5,12,14617.39,5,5,5,15,VIP
16904,5,21,5132.37,5,5,5,15,VIP
16905,6,17,5034.15,5,5,5,15,VIP
16923,13,32,13378.36,5,5,5,15,VIP
16931,6,23,5233.62,5,5,5,15,VIP
16933,2,9,3181.25,5,5,5,15,VIP
16938,9,9,7043.18,5,5,5,15,VIP
16945,22,33,8548.16,5,5,5,15,VIP
16954,1,20,6081.88,5,5,5,15,VIP
16979,4,9,2859.74,5,5,5,15,VIP
16983,13,11,3710.22,5,5,5,15,VIP
16985,18,23,10923.16,5,5,5,15,VIP
16987,4,11,2535.9,5,5,5,15,VIP
16992,11,13,5476.5,5,5,5,15,VIP
17001,1,19,6640.8,5,5,5,15,VIP
17017,3,29,14110.61,5,5,5,15,VIP
17019,12,11,4012.2,5,5,5,15,VIP
17044,26,12,11962.3,5,5,5,15,VIP
17049,3,19,9947.48,5,5,5,15,VIP
17063,22,13,3638.53,5,5,5,15,VIP
17068,13,47,9161.08,5,5,5,15,VIP
17090,5,13,3149.48,5,5,5,15,VIP
17091,3,19,7811.1,5,5,5,15,VIP
17095,23,7,2572.25,5,5,5,15,VIP
17096,16,11,3759.18,5,5,5,15,VIP
17101,11,7,2507.05,5,5,5,15,VIP
17115,9,7,2761.49,5,5,5,15,VIP
17133,16,12,14622.33,5,5,5,15,VIP
17139,16,25,19584.46,5,5,5,15,VIP
17147,23,9,3199.95,5,5,5,15,VIP
17157,8,19,5151.9,5,5,5,15,VIP
17173,6,8,3766.6,5,5,5,15,VIP
17188,12,13,4592.93,5,5,5,15,VIP
17218,5,18,4192.68,5,5,5,15,VIP
17220,25,21,4481.75,5,5,5,15,VIP
17228,16,13,3177.24,5,5,5,15,VIP
17231,13,25,7197.04,5,5,5,15,VIP
17238,3,32,7783.1,5,5,5,15,VIP
17243,2,69,20889.86,5,5,5,15,VIP
17288,10,11,2499.98,5,5,5,15,VIP
17293,9,17,3774.23,5,5,5,15,VIP
17306,11,21,9782.35,5,5,5,15,VIP
17314,25,17,4904.43,5,5,5,15,VIP
17315,2,43,9650.6,5,5,5,15,VIP
17338,18,17,12142.57,5,5,5,15,VIP
17346,4,26,5323,5,5,5,15,VIP
17348,15,9,2476.41,5,5,5,15,VIP
17364,1,28,12070.42,5,5,5,15,VIP
17365,13,15,8224.98,5,5,5,15,VIP
17368,24,14,2826.14,5,5,5,15,VIP
17377,24,78,18319.41,5,5,5,15,VIP
17381,9,38,40002.37,5,5,5,15,VIP
17386,8,7,2812.77,5,5,5,15,VIP
17389,1,61,57224.68,5,5,5,15,VIP
17402,5,23,5096.18,5,5,5,15,VIP
17404,5,23,47781.12,5,5,5,15,VIP
17412,3,16,4417.52,5,5,5,15,VIP
17419,12,18,6500.52,5,5,5,15,VIP
17422,17,11,3594.76,5,5,5,15,VIP
17426,9,13,8077.77,5,5,5,15,VIP
17428,1,45,31819.76,5,5,5,15,VIP
17434,3,7,2373.82,5,5,5,15,VIP
17449,3,13,4951.15,5,5,5,15,VIP
17450,9,51,246973.09,5,5,5,15,VIP
17463,17,7,2557.91,5,5,5,15,VIP
17469,17,17,5051.25,5,5,5,15,VIP
17490,1,9,2750.5,5,5,5,15,VIP
17491,2,17,5981.07,5,5,5,15,VIP
17511,3,60,175603.55,5,5,5,15,VIP
17519,18,15,5109.47,5,5,5,15,VIP
